Report Date:;08.04.2014 12:24:28
Report User Name:;miacsomini
Report Computer Name:;KWB45
Application:;WinSitu.exe
Application Version:;5.6.21.0


Log File Properties
File Name;March19_test_Append_2014-04-08_10-00-41-718.wsl
Create Date;08.04.2014 10:00:41

Device Properties
Device;Aqua TROLL 100
Site;Panke Messstelle Bürgerpark
Device Name; 
Serial Number;192791
Firmware Version;1.10
Hardware Version;2
Device Address;1
Device Comm Cfg;19200,8,Even,1,(Modbus-RTU)
Used Memory;26
Used Battery;61

Log Configuration
;Log Name;March19_test
;Created By;miacsomini
;Computer Name;KWB45
;Application;WinSitu.exe
;Application Version;5.6.21.0
;Create Date;19.03.2014 16:04:56 Westeuropäische Normalzeit
;Log Setup Time Zone;Westeuropäische Normalzeit
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Linear
 ;Interval;Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings

;Specific Conductivity Model:;Standard Methods
;;Reference Temperature:;25
;;Temperature Coefficient:;0.0191


Log Notes:
Date and Time;Note
19.03.2014 16:04:59;Sensor SN: 192791  Factory calibration has expired.: 31.07.2012 19:14:39
19.03.2014 16:05:00;Used Battery: 61% Used Memory: 28%   User Name: miacsomini
19.03.2014 16:05:22;Manual Start Command
28.03.2014 10:26:46;Log Download - Used Battery: 61% Used Memory: 28%   User Name: miacsomini
04.04.2014 12:06:06;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 28.03.2014 10:20:22
08.04.2014 10:00:20;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 04.04.2014 12:05:22


Log Data:
Record Count;1892

Sensors;1

 ,1,192791,Conductivity

Time Zone: Westeuropäische Normalzeit/Westeuropäische Sommerzeit

;;Sensor: Cond                  ;Sensor: Cond                  ;Sensor: Cond                  ;
22.03.2014 22:35:22;  282600.000;                        19.177;                         8.916;                        27.681;
22.03.2014 22:50:22;  283500.000;                        36.326;                         8.873;                        52.496;
22.03.2014 23:05:22;  284400.000;                        35.609;                         8.818;                        51.538;
22.03.2014 23:20:22;  285300.000;                        34.978;                         8.747;                        50.726;
22.03.2014 23:35:22;  286200.000;                        38.699;                         8.667;                        56.246;
22.03.2014 23:50:22;  287100.000;                        38.233;                         8.685;                        55.539;
23.03.2014 00:05:22;  288000.000;                        33.500;                         8.579;                        48.809;
23.03.2014 00:20:22;  288900.000;                        36.435;                         8.505;                        53.195;
23.03.2014 00:35:22;  289800.000;                        26.215;                         8.513;                        38.265;
23.03.2014 00:50:22;  290700.000;                        37.152;                         8.451;                        54.323;
23.03.2014 01:05:22;  291600.000;                        34.910;                         8.341;                        51.201;
23.03.2014 01:20:22;  292500.000;                        35.191;                         8.391;                        51.543;
23.03.2014 01:35:22;  293400.000;                        42.446;                         8.330;                        62.275;
23.03.2014 01:50:22;  294300.000;                        40.049;                         8.303;                        58.801;
23.03.2014 02:05:22;  295200.000;                        27.246;                         8.161;                        40.163;
23.03.2014 02:20:22;  296100.000;                        21.339;                         8.086;                        31.523;
23.03.2014 02:35:22;  297000.000;                        39.492;                         8.019;                        58.450;
23.03.2014 02:50:22;  297900.000;                        38.990;                         7.966;                        57.792;
23.03.2014 03:05:22;  298800.000;                        42.646;                         7.900;                        63.330;
23.03.2014 03:20:22;  299700.000;                        43.450;                         7.908;                        64.510;
23.03.2014 03:35:22;  300600.000;                        41.584;                         7.851;                        61.840;
23.03.2014 03:50:22;  301500.000;                        39.358;                         7.857;                        58.519;
23.03.2014 04:05:22;  302400.000;                        42.475;                         7.719;                        63.401;
23.03.2014 04:20:22;  303300.000;                        25.280;                         7.696;                        37.760;
23.03.2014 04:35:22;  304200.000;                        33.117;                         7.700;                        49.460;
23.03.2014 04:50:22;  305100.000;                        38.882;                         7.625;                        58.195;
23.03.2014 05:05:22;  306000.000;                        37.162;                         7.584;                        55.685;
23.03.2014 05:20:22;  306900.000;                        36.024;                         7.495;                        54.118;
23.03.2014 05:35:22;  307800.000;                        33.615;                         7.431;                        50.591;
23.03.2014 05:50:22;  308700.000;                        34.613;                         7.449;                        52.068;
23.03.2014 06:05:22;  309600.000;                        25.488;                         7.360;                        38.438;
23.03.2014 06:20:22;  310500.000;                        40.939;                         7.373;                        61.718;
23.03.2014 06:35:22;  311400.000;                        41.780;                         7.316;                        63.089;
23.03.2014 06:50:22;  312300.000;                        38.468;                         7.369;                        57.999;
23.03.2014 07:05:22;  313200.000;                        29.757;                         7.296;                        44.960;
