Report Date:;08.04.2014 12:24:28
Report User Name:;miacsomini
Report Computer Name:;KWB45
Application:;WinSitu.exe
Application Version:;5.6.21.0


Log File Properties
File Name;March19_test_Append_2014-04-08_10-00-41-718.wsl
Create Date;08.04.2014 10:00:41

Device Properties
Device;Aqua TROLL 100
Site;Panke Messstelle Bürgerpark
Device Name; 
Serial Number;192791
Firmware Version;1.10
Hardware Version;2
Device Address;1
Device Comm Cfg;19200,8,Even,1,(Modbus-RTU)
Used Memory;26
Used Battery;61

Log Configuration
;Log Name;March19_test
;Created By;miacsomini
;Computer Name;KWB45
;Application;WinSitu.exe
;Application Version;5.6.21.0
;Create Date;19.03.2014 16:04:56 Westeuropäische Normalzeit
;Log Setup Time Zone;Westeuropäische Normalzeit
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Linear
 ;Interval;Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings

;Specific Conductivity Model:;Standard Methods
;;Reference Temperature:;25
;;Temperature Coefficient:;0.0191


Log Notes:
Date and Time;Note
19.03.2014 16:04:59;Sensor SN: 192791  Factory calibration has expired.: 31.07.2012 19:14:39
19.03.2014 16:05:00;Used Battery: 61% Used Memory: 28%   User Name: miacsomini
19.03.2014 16:05:22;Manual Start Command
28.03.2014 10:26:46;Log Download - Used Battery: 61% Used Memory: 28%   User Name: miacsomini
04.04.2014 12:06:06;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 28.03.2014 10:20:22
08.04.2014 10:00:20;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 04.04.2014 12:05:22


Log Data:
Record Count;1892

Sensors;1

 ,1,192791,Conductivity

Time Zone: Westeuropäische Normalzeit/Westeuropäische Sommerzeit

;;Sensor: Cond                  ;Sensor: Cond                  ;Sensor: Cond                  ;
24.03.2014 15:35:22;  430200.000;                       500.880;                         7.897;                       743.872;
24.03.2014 15:50:22;  431100.000;                       501.801;                         7.859;                       746.064;
24.03.2014 16:05:22;  432000.000;                       474.305;                         7.886;                       704.635;
24.03.2014 16:20:22;  432900.000;                       446.547;                         7.882;                       663.462;
24.03.2014 16:35:22;  433800.000;                       453.263;                         7.872;                       673.646;
24.03.2014 16:50:22;  434700.000;                       445.754;                         7.886;                       662.213;
24.03.2014 17:05:22;  435600.000;                       477.864;                         7.929;                       709.050;
24.03.2014 17:20:22;  436500.000;                       512.025;                         7.996;                       758.301;
24.03.2014 17:35:22;  437400.000;                       518.605;                         7.959;                       768.853;
24.03.2014 17:50:22;  438300.000;                       519.528;                         8.034;                       768.595;
24.03.2014 18:05:22;  439200.000;                       518.374;                         7.994;                       767.751;
24.03.2014 18:20:22;  440100.000;                       530.157;                         7.992;                       785.249;
24.03.2014 18:35:22;  441000.000;                       536.410;                         8.006;                       794.205;
24.03.2014 18:50:22;  441900.000;                       537.827;                         7.979;                       796.906;
24.03.2014 19:05:22;  442800.000;                       538.156;                         7.951;                       798.026;
24.03.2014 19:20:22;  443700.000;                       534.637;                         7.933;                       793.214;
24.03.2014 19:35:22;  444600.000;                       531.289;                         7.917;                       788.598;
24.03.2014 19:50:22;  445500.000;                       529.037;                         7.925;                       785.068;
24.03.2014 20:05:22;  446400.000;                       529.031;                         7.878;                       786.109;
24.03.2014 20:20:22;  447300.000;                       528.982;                         7.829;                       787.146;
24.03.2014 20:35:22;  448200.000;                       528.021;                         7.858;                       785.067;
24.03.2014 20:50:22;  449100.000;                       527.281;                         7.844;                       784.277;
24.03.2014 21:05:22;  450000.000;                       528.686;                         7.783;                       787.728;
24.03.2014 21:20:22;  450900.000;                       527.782;                         7.802;                       785.944;
24.03.2014 21:35:22;  451800.000;                       527.408;                         7.734;                       786.922;
24.03.2014 21:50:22;  452700.000;                       522.737;                         7.736;                       779.906;
24.03.2014 22:05:22;  453600.000;                       515.335;                         7.700;                       769.656;
24.03.2014 22:20:22;  454500.000;                       515.197;                         7.647;                       770.617;
24.03.2014 22:35:22;  455400.000;                       522.001;                         7.607;                       781.677;
24.03.2014 22:50:22;  456300.000;                       525.025;                         7.535;                       787.841;
24.03.2014 23:05:22;  457200.000;                       517.516;                         7.442;                       778.631;
24.03.2014 23:20:22;  458100.000;                       505.543;                         7.344;                       762.764;
24.03.2014 23:35:22;  459000.000;                       482.158;                         7.227;                       729.942;
24.03.2014 23:50:22;  459900.000;                       453.288;                         7.123;                       688.322;
25.03.2014 00:05:22;  460800.000;                       427.370;                         7.027;                       650.771;
25.03.2014 00:20:22;  461700.000;                       408.525;                         6.944;                       623.588;
25.03.2014 00:35:22;  462600.000;                       395.335;                         6.902;                       604.182;
25.03.2014 00:50:22;  463500.000;                       385.872;                         6.849;                       590.630;
25.03.2014 01:05:22;  464400.000;                       378.899;                         6.808;                       580.653;
25.03.2014 01:20:22;  465300.000;                       374.594;                         6.764;                       574.794;
25.03.2014 01:35:22;  466200.000;                       370.438;                         6.727;                       569.040;
25.03.2014 01:50:22;  467100.000;                       368.537;                         6.683;                       566.851;
25.03.2014 02:05:22;  468000.000;                       367.657;                         6.635;                       566.300;
25.03.2014 02:20:22;  468900.000;                       370.606;                         6.609;                       571.278;
25.03.2014 02:35:22;  469800.000;                       370.881;                         6.577;                       572.240;
25.03.2014 02:50:22;  470700.000;                       377.561;                         6.578;                       582.529;
25.03.2014 03:05:22;  471600.000;                       380.497;                         6.552;                       587.508;
25.03.2014 03:20:22;  472500.000;                       383.275;                         6.530;                       592.188;
25.03.2014 03:35:22;  473400.000;                       387.677;                         6.510;                       599.347;
25.03.2014 03:50:22;  474300.000;                       390.289;                         6.487;                       603.795;
25.03.2014 04:05:22;  475200.000;                       393.144;                         6.475;                       608.427;
25.03.2014 04:20:22;  476100.000;                       393.164;                         6.470;                       608.539;
25.03.2014 04:35:22;  477000.000;                       395.657;                         6.462;                       612.554;
25.03.2014 04:50:22;  477900.000;                       392.212;                         6.375;                       608.775;
25.03.2014 05:05:22;  478800.000;                       389.918;                         6.336;                       605.910;
25.03.2014 05:20:22;  479700.000;                       388.323;                         6.381;                       602.630;
25.03.2014 05:35:22;  480600.000;                       384.712;                         6.359;                       597.427;
25.03.2014 05:50:22;  481500.000;                       381.221;                         6.331;                       592.499;
25.03.2014 06:05:22;  482400.000;                       379.212;                         6.302;                       589.871;
25.03.2014 06:20:22;  483300.000;                       379.647;                         6.291;                       590.753;
25.03.2014 06:35:22;  484200.000;                       381.894;                         6.289;                       594.276;
25.03.2014 06:50:22;  485100.000;                       384.653;                         6.289;                       598.570;
25.03.2014 07:05:22;  486000.000;                       387.997;                         6.298;                       603.612;
25.03.2014 07:20:22;  486900.000;                       390.068;                         6.301;                       606.773;
25.03.2014 07:35:22;  487800.000;                       393.707;                         6.324;                       612.018;
25.03.2014 07:50:22;  488700.000;                       394.467;                         6.327;                       613.154;
25.03.2014 08:05:22;  489600.000;                       395.674;                         6.346;                       614.681;
25.03.2014 08:20:22;  490500.000;                       394.649;                         6.366;                       612.721;
25.03.2014 08:35:22;  491400.000;                       393.427;                         6.418;                       609.887;
25.03.2014 08:50:22;  492300.000;                       393.228;                         6.447;                       609.056;
25.03.2014 09:05:22;  493200.000;                       392.223;                         6.508;                       606.398;
25.03.2014 09:20:22;  494100.000;                       392.026;                         6.531;                       605.683;
25.03.2014 09:35:22;  495000.000;                       393.210;                         6.552;                       607.139;
25.03.2014 09:50:22;  495900.000;                       393.597;                         6.581;                       607.212;
25.03.2014 10:05:22;  496800.000;                       396.565;                         6.692;                       609.797;
25.03.2014 10:20:22;  497700.000;                       399.367;                         6.752;                       613.032;
25.03.2014 10:35:22;  498600.000;                       399.013;                         6.785;                       611.896;
25.03.2014 10:50:22;  499500.000;                       402.053;                         6.899;                       614.504;
25.03.2014 11:05:22;  500400.000;                       402.792;                         6.960;                       614.544;
25.03.2014 11:20:22;  501300.000;                       403.403;                         7.054;                       613.794;
25.03.2014 11:35:22;  502200.000;                       406.103;                         7.212;                       615.076;
25.03.2014 11:50:22;  503100.000;                       408.909;                         7.300;                       617.757;
25.03.2014 12:05:22;  504000.000;                       409.860;                         7.307;                       619.059;
25.03.2014 12:20:22;  504900.000;                       410.561;                         7.269;                       620.811;
25.03.2014 12:35:22;  505800.000;                       412.677;                         7.345;                       622.631;
25.03.2014 12:50:22;  506700.000;                       412.882;                         7.347;                       622.913;
25.03.2014 13:05:22;  507600.000;                       416.706;                         7.492;                       626.056;
25.03.2014 13:20:22;  508500.000;                       405.914;                         7.479;                       610.084;
25.03.2014 13:35:22;  509400.000;                       416.503;                         7.427;                       626.924;
25.03.2014 13:50:22;  510300.000;                       441.297;                         7.583;                       661.280;
25.03.2014 14:05:22;  511200.000;                       445.809;                         7.677;                       666.244;
25.03.2014 14:20:22;  512100.000;                       434.138;                         7.720;                       648.012;
25.03.2014 14:35:22;  513000.000;                       425.943;                         7.725;                       635.694;
25.03.2014 14:50:22;  513900.000;                       426.803;                         7.859;                       634.557;
25.03.2014 15:05:22;  514800.000;                       428.101;                         7.958;                       634.699;
25.03.2014 15:20:22;  515700.000;                       430.509;                         8.036;                       636.855;
25.03.2014 15:35:22;  516600.000;                       430.951;                         7.995;                       638.247;
25.03.2014 15:50:22;  517500.000;                       431.353;                         7.877;                       640.979;
25.03.2014 16:05:22;  518400.000;                       430.793;                         7.799;                       641.578;
25.03.2014 16:20:22;  519300.000;                       431.525;                         7.737;                       643.793;
25.03.2014 16:35:22;  520200.000;                       434.644;                         7.709;                       648.979;
25.03.2014 16:50:22;  521100.000;                       439.432;                         7.700;                       656.294;
25.03.2014 17:05:22;  522000.000;                       439.324;                         7.617;                       657.690;
25.03.2014 17:20:22;  522900.000;                       439.117;                         7.562;                       658.414;
25.03.2014 17:35:22;  523800.000;                       443.267;                         7.590;                       664.103;
25.03.2014 17:50:22;  524700.000;                       444.929;                         7.572;                       666.931;
25.03.2014 18:05:22;  525600.000;                       445.066;                         7.540;                       667.752;
25.03.2014 18:20:22;  526500.000;                       446.233;                         7.518;                       669.918;
25.03.2014 18:35:22;  527400.000;                       447.341;                         7.489;                       672.151;
25.03.2014 18:50:22;  528300.000;                       448.457;                         7.453;                       674.512;
25.03.2014 19:05:22;  529200.000;                       451.257;                         7.456;                       678.668;
25.03.2014 19:20:22;  530100.000;                       451.636;                         7.414;                       680.074;
25.03.2014 19:35:22;  531000.000;                       452.456;                         7.376;                       682.046;
25.03.2014 19:50:22;  531900.000;                       455.352;                         7.393;                       686.066;
25.03.2014 20:05:22;  532800.000;                       453.765;                         7.324;                       685.050;
25.03.2014 20:20:22;  533700.000;                       457.079;                         7.374;                       689.046;
25.03.2014 20:35:22;  534600.000;                       459.965;                         7.370;                       693.476;
25.03.2014 20:50:22;  535500.000;                       460.796;                         7.381;                       694.521;
25.03.2014 21:05:22;  536400.000;                       461.049;                         7.335;                       695.827;
25.03.2014 21:20:22;  537300.000;                       462.070;                         7.319;                       697.679;
25.03.2014 21:35:22;  538200.000;                       463.813;                         7.296;                       700.782;
25.03.2014 21:50:22;  539100.000;                       463.942;                         7.257;                       701.759;
25.03.2014 22:05:22;  540000.000;                       466.357;                         7.281;                       704.918;
25.03.2014 22:20:22;  540900.000;                       466.867;                         7.239;                       706.551;
25.03.2014 22:35:22;  541800.000;                       467.554;                         7.252;                       707.333;
25.03.2014 22:50:22;  542700.000;                       468.618;                         7.251;                       708.967;
25.03.2014 23:05:22;  543600.000;                       469.514;                         7.241;                       710.526;
25.03.2014 23:20:22;  544500.000;                       470.278;                         7.222;                       712.073;
25.03.2014 23:35:22;  545400.000;                       471.943;                         7.248;                       714.046;
25.03.2014 23:50:22;  546300.000;                       472.351;                         7.235;                       714.938;
26.03.2014 00:05:22;  547200.000;                       471.835;                         7.215;                       714.570;
26.03.2014 00:20:22;  548100.000;                       471.871;                         7.224;                       714.446;
26.03.2014 00:35:22;  549000.000;                       470.821;                         7.185;                       713.663;
26.03.2014 00:50:22;  549900.000;                       472.347;                         7.218;                       715.287;
26.03.2014 01:05:22;  550800.000;                       472.800;                         7.193;                       716.489;
26.03.2014 01:20:22;  551700.000;                       474.423;                         7.179;                       719.241;
26.03.2014 01:35:22;  552600.000;                       477.032;                         7.166;                       723.461;
26.03.2014 01:50:22;  553500.000;                       478.656;                         7.133;                       726.631;
26.03.2014 02:05:22;  554400.000;                       479.380;                         7.094;                       728.555;
26.03.2014 02:20:22;  555300.000;                       480.049;                         7.091;                       729.628;
26.03.2014 02:35:22;  556200.000;                       480.035;                         7.052;                       730.443;
26.03.2014 02:50:22;  557100.000;                       479.758;                         7.035;                       730.366;
26.03.2014 03:05:22;  558000.000;                       479.521;                         6.997;                       730.815;
26.03.2014 03:20:22;  558900.000;                       480.277;                         6.952;                       732.935;
26.03.2014 03:35:22;  559800.000;                       480.062;                         6.872;                       734.315;
26.03.2014 03:50:22;  560700.000;                       481.320;                         6.852;                       736.660;
26.03.2014 04:05:22;  561600.000;                       482.722;                         6.836;                       739.154;
26.03.2014 04:20:22;  562500.000;                       482.790;                         6.846;                       739.045;
26.03.2014 04:35:22;  563400.000;                       482.616;                         6.826;                       739.212;
26.03.2014 04:50:22;  564300.000;                       482.938;                         6.809;                       740.072;
26.03.2014 05:05:22;  565200.000;                       482.274;                         6.820;                       738.819;
26.03.2014 05:20:22;  566100.000;                       483.427;                         6.755;                       741.991;
26.03.2014 05:35:22;  567000.000;                       482.610;                         6.679;                       742.389;
26.03.2014 05:50:22;  567900.000;                       483.023;                         6.684;                       742.927;
26.03.2014 06:05:22;  568800.000;                       484.187;                         6.710;                       744.143;
26.03.2014 06:20:22;  569700.000;                       484.557;                         6.705;                       744.833;
26.03.2014 06:35:22;  570600.000;                       485.628;                         6.710;                       746.355;
26.03.2014 06:50:22;  571500.000;                       486.538;                         6.702;                       747.943;
26.03.2014 07:05:22;  572400.000;                       486.715;                         6.594;                       750.590;
26.03.2014 07:20:22;  573300.000;                       488.055;                         6.625;                       751.972;
26.03.2014 07:35:22;  574200.000;                       488.404;                         6.598;                       753.101;
26.03.2014 07:50:22;  575100.000;                       489.896;                         6.641;                       754.440;
26.03.2014 08:05:22;  576000.000;                       491.260;                         6.686;                       755.548;
26.03.2014 08:20:22;  576900.000;                       492.022;                         6.690;                       756.637;
26.03.2014 08:35:22;  577800.000;                       493.143;                         6.706;                       758.001;
26.03.2014 08:50:22;  578700.000;                       494.443;                         6.785;                       758.244;
26.03.2014 09:05:22;  579600.000;                       495.929;                         6.812;                       759.924;
26.03.2014 09:20:22;  580500.000;                       497.770;                         6.882;                       761.184;
26.03.2014 09:35:22;  581400.000;                       499.692;                         6.966;                       762.256;
26.03.2014 09:50:22;  582300.000;                       501.460;                         7.103;                       761.908;
26.03.2014 10:05:22;  583200.000;                       503.104;                         7.234;                       761.511;
26.03.2014 10:20:22;  584100.000;                       505.198;                         7.321;                       762.755;
26.03.2014 10:35:22;  585000.000;                       507.794;                         7.393;                       765.082;
26.03.2014 10:50:22;  585900.000;                       509.422;                         7.543;                       764.243;
26.03.2014 11:05:22;  586800.000;                       512.144;                         7.627;                       766.470;
26.03.2014 11:20:22;  587700.000;                       514.351;                         7.756;                       766.956;
26.03.2014 11:35:22;  588600.000;                       517.038;                         7.885;                       768.149;
26.03.2014 11:50:22;  589500.000;                       519.484;                         7.972;                       769.882;
26.03.2014 12:05:22;  590400.000;                       522.809;                         8.122;                       771.515;
26.03.2014 12:20:22;  591300.000;                       525.778;                         8.332;                       771.350;
26.03.2014 12:35:22;  592200.000;                       525.675;                         8.345;                       770.906;
26.03.2014 12:50:22;  593100.000;                       525.468;                         8.384;                       769.755;
26.03.2014 13:05:22;  594000.000;                       524.566;                         8.373;                       768.684;
26.03.2014 13:20:22;  594900.000;                       525.521;                         8.391;                       769.699;
26.03.2014 13:35:22;  595800.000;                       526.163;                         8.413;                       770.165;
26.03.2014 13:50:22;  596700.000;                       525.431;                         8.511;                       766.992;
26.03.2014 14:05:22;  597600.000;                       526.257;                         8.518;                       768.049;
26.03.2014 14:20:22;  598500.000;                       526.146;                         8.528;                       767.663;
26.03.2014 14:35:22;  599400.000;                       526.111;                         8.599;                       766.108;
26.03.2014 14:50:22;  600300.000;                       527.202;                         8.637;                       766.881;
26.03.2014 15:05:22;  601200.000;                       528.167;                         8.644;                       768.124;
26.03.2014 15:20:22;  602100.000;                       528.819;                         8.675;                       768.420;
26.03.2014 15:35:22;  603000.000;                       527.590;                         8.665;                       766.844;
26.03.2014 15:50:22;  603900.000;                       528.597;                         8.675;                       768.092;
26.03.2014 16:05:22;  604800.000;                       528.752;                         8.729;                       767.180;
26.03.2014 16:20:22;  605700.000;                       528.063;                         8.698;                       766.839;
26.03.2014 16:35:22;  606600.000;                       529.012;                         8.643;                       769.387;
26.03.2014 16:50:22;  607500.000;                       528.889;                         8.583;                       770.489;
26.03.2014 17:05:22;  608400.000;                       528.092;                         8.541;                       770.235;
26.03.2014 17:20:22;  609300.000;                       527.426;                         8.501;                       770.113;
26.03.2014 17:35:22;  610200.000;                       525.931;                         8.477;                       768.443;
26.03.2014 17:50:22;  611100.000;                       525.975;                         8.418;                       769.779;
26.03.2014 18:05:22;  612000.000;                       526.421;                         8.357;                       771.741;
26.03.2014 18:20:22;  612900.000;                       524.864;                         8.298;                       770.727;
26.03.2014 18:35:22;  613800.000;                       523.605;                         8.258;                       769.759;
26.03.2014 18:50:22;  614700.000;                       526.254;                         8.173;                       775.486;
26.03.2014 19:05:22;  615600.000;                       524.011;                         8.139;                       772.919;
26.03.2014 19:20:22;  616500.000;                       525.982;                         8.106;                       776.554;
26.03.2014 19:35:22;  617400.000;                       524.459;                         8.069;                       775.127;
26.03.2014 19:50:22;  618300.000;                       525.137;                         8.018;                       777.235;
26.03.2014 20:05:22;  619200.000;                       525.685;                         7.976;                       778.984;
26.03.2014 20:20:22;  620100.000;                       526.322;                         7.875;                       782.159;
26.03.2014 20:35:22;  621000.000;                       523.725;                         7.895;                       777.846;
26.03.2014 20:50:22;  621900.000;                       523.913;                         7.877;                       778.523;
26.03.2014 21:05:22;  622800.000;                       524.731;                         7.822;                       780.958;
26.03.2014 21:20:22;  623700.000;                       522.476;                         7.811;                       777.852;
26.03.2014 21:35:22;  624600.000;                       526.363;                         7.740;                       785.215;
26.03.2014 21:50:22;  625500.000;                       526.204;                         7.703;                       785.814;
26.03.2014 22:05:22;  626400.000;                       526.416;                         7.683;                       786.583;
26.03.2014 22:20:22;  627300.000;                       526.129;                         7.642;                       787.080;
26.03.2014 22:35:22;  628200.000;                       524.411;                         7.626;                       784.868;
26.03.2014 22:50:22;  629100.000;                       523.692;                         7.621;                       783.892;
26.03.2014 23:05:22;  630000.000;                       526.139;                         7.559;                       788.969;
26.03.2014 23:20:22;  630900.000;                       524.286;                         7.525;                       786.947;
26.03.2014 23:35:22;  631800.000;                       525.702;                         7.504;                       789.542;
26.03.2014 23:50:22;  632700.000;                       526.261;                         7.454;                       791.516;
27.03.2014 00:05:22;  633600.000;                       522.465;                         7.442;                       786.075;
27.03.2014 00:20:22;  634500.000;                       527.792;                         7.367;                       795.816;
27.03.2014 00:35:22;  635400.000;                       523.609;                         7.364;                       789.566;
27.03.2014 00:50:22;  636300.000;                       522.703;                         7.330;                       788.971;
27.03.2014 01:05:22;  637200.000;                       523.143;                         7.271;                       790.997;
27.03.2014 01:20:22;  638100.000;                       522.708;                         7.288;                       789.948;
27.03.2014 01:35:22;  639000.000;                       522.697;                         7.232;                       791.197;
27.03.2014 01:50:22;  639900.000;                       523.339;                         7.220;                       792.454;
27.03.2014 02:05:22;  640800.000;                       522.618;                         7.263;                       790.375;
27.03.2014 02:20:22;  641700.000;                       523.176;                         7.208;                       792.480;
27.03.2014 02:35:22;  642600.000;                       524.393;                         7.152;                       795.627;
27.03.2014 02:50:22;  643500.000;                       524.205;                         7.162;                       795.092;
27.03.2014 03:05:22;  644400.000;                       524.014;                         7.098;                       796.297;
27.03.2014 03:20:22;  645300.000;                       521.537;                         7.078;                       792.974;
27.03.2014 03:35:22;  646200.000;                       520.909;                         7.061;                       792.425;
27.03.2014 03:50:22;  647100.000;                       521.655;                         7.007;                       794.810;
27.03.2014 04:05:22;  648000.000;                       522.497;                         6.987;                       796.555;
27.03.2014 04:20:22;  648900.000;                       523.320;                         6.894;                       799.964;
27.03.2014 04:35:22;  649800.000;                       523.441;                         6.899;                       800.030;
27.03.2014 04:50:22;  650700.000;                       521.795;                         6.841;                       798.879;
27.03.2014 05:05:22;  651600.000;                       523.089;                         6.760;                       802.762;
27.03.2014 05:20:22;  652500.000;                       522.934;                         6.728;                       803.264;
27.03.2014 05:35:22;  653400.000;                       522.086;                         6.691;                       802.850;
27.03.2014 05:50:22;  654300.000;                       520.166;                         6.677;                       800.215;
27.03.2014 06:05:22;  655200.000;                       520.629;                         6.601;                       802.719;
27.03.2014 06:20:22;  656100.000;                       519.803;                         6.642;                       800.474;
27.03.2014 06:35:22;  657000.000;                       521.709;                         6.581;                       804.865;
27.03.2014 06:50:22;  657900.000;                       521.531;                         6.565;                       804.956;
27.03.2014 07:05:22;  658800.000;                       519.299;                         6.585;                       801.052;
27.03.2014 07:20:22;  659700.000;                       520.892;                         6.555;                       804.216;
27.03.2014 07:35:22;  660600.000;                       519.857;                         6.597;                       801.636;
27.03.2014 07:50:22;  661500.000;                       519.410;                         6.603;                       800.804;
27.03.2014 08:05:22;  662400.000;                       520.258;                         6.654;                       800.898;
27.03.2014 08:20:22;  663300.000;                       521.943;                         6.735;                       801.582;
27.03.2014 08:35:22;  664200.000;                       522.940;                         6.812;                       801.311;
27.03.2014 08:50:22;  665100.000;                       522.183;                         6.837;                       799.568;
27.03.2014 09:05:22;  666000.000;                       524.111;                         6.895;                       801.153;
27.03.2014 09:20:22;  666900.000;                       524.598;                         6.993;                       799.602;
27.03.2014 09:35:22;  667800.000;                       526.458;                         7.005;                       802.158;
27.03.2014 09:50:22;  668700.000;                       525.108;                         7.146;                       796.850;
27.03.2014 10:05:22;  669600.000;                       527.660;                         7.244;                       798.449;
27.03.2014 10:20:22;  670500.000;                       528.629;                         7.381;                       796.749;
27.03.2014 10:35:22;  671400.000;                       529.017;                         7.526;                       794.019;
27.03.2014 10:50:22;  672300.000;                       531.499;                         7.651;                       794.900;
27.03.2014 11:05:22;  673200.000;                       536.234;                         7.771;                       799.239;
27.03.2014 11:20:22;  674100.000;                       537.090;                         7.890;                       797.810;
27.03.2014 11:35:22;  675000.000;                       537.381;                         8.040;                       794.862;
27.03.2014 11:50:22;  675900.000;                       537.684;                         8.182;                       792.129;
27.03.2014 12:05:22;  676800.000;                       539.653;                         8.301;                       792.394;
27.03.2014 12:20:22;  677700.000;                       544.470;                         8.453;                       796.054;
27.03.2014 12:35:22;  678600.000;                       543.532;                         8.572;                       792.061;
27.03.2014 12:50:22;  679500.000;                       542.538;                         8.705;                       787.689;
27.03.2014 13:05:22;  680400.000;                       544.046;                         8.840;                       786.943;
27.03.2014 13:20:22;  681300.000;                       544.954;                         8.946;                       785.953;
27.03.2014 13:35:22;  682200.000;                       545.495;                         9.038;                       784.745;
27.03.2014 13:50:22;  683100.000;                       549.283;                         9.134;                       788.118;
27.03.2014 14:05:22;  684000.000;                       548.086;                         9.254;                       783.819;
27.03.2014 14:20:22;  684900.000;                       547.190;                         9.339;                       780.716;
27.03.2014 14:35:22;  685800.000;                       548.378;                         9.461;                       779.822;
27.03.2014 14:50:22;  686700.000;                       549.211;                         9.550;                       779.120;
27.03.2014 15:05:22;  687600.000;                       549.289;                         9.645;                       777.229;
27.03.2014 15:20:22;  688500.000;                       567.345;                         9.699;                       801.611;
27.03.2014 15:35:22;  689400.000;                       566.366;                         9.738;                       799.387;
27.03.2014 15:50:22;  690300.000;                       559.536;                         9.712;                       790.303;
27.03.2014 16:05:22;  691200.000;                       561.252;                         9.596;                       795.211;
27.03.2014 16:20:22;  692100.000;                       564.857;                         9.539;                       801.557;
27.03.2014 16:35:22;  693000.000;                       562.854;                         9.479;                       800.022;
27.03.2014 16:50:22;  693900.000;                       556.719;                         9.387;                       793.277;
27.03.2014 17:05:22;  694800.000;                       556.976;                         9.327;                       794.952;
27.03.2014 17:20:22;  695700.000;                       559.356;                         9.273;                       799.519;
27.03.2014 17:35:22;  696600.000;                       557.156;                         9.227;                       797.383;
27.03.2014 17:50:22;  697500.000;                       556.394;                         9.186;                       797.189;
27.03.2014 18:05:22;  698400.000;                       562.943;                         9.100;                       808.470;
27.03.2014 18:20:22;  699300.000;                       558.431;                         9.054;                       803.007;
27.03.2014 18:35:22;  700200.000;                       561.257;                         9.012;                       808.000;
27.03.2014 18:50:22;  701100.000;                       553.990;                         8.967;                       798.518;
27.03.2014 19:05:22;  702000.000;                       558.072;                         8.913;                       805.593;
27.03.2014 19:20:22;  702900.000;                       558.742;                         8.846;                       808.055;
27.03.2014 19:35:22;  703800.000;                       561.707;                         8.781;                       813.810;
27.03.2014 19:50:22;  704700.000;                       557.854;                         8.723;                       809.539;
27.03.2014 20:05:22;  705600.000;                       556.109;                         8.664;                       808.325;
27.03.2014 20:20:22;  706500.000;                       562.919;                         8.616;                       819.299;
27.03.2014 20:35:22;  707400.000;                       562.113;                         8.555;                       819.535;
27.03.2014 20:50:22;  708300.000;                       563.882;                         8.555;                       822.097;
27.03.2014 21:05:22;  709200.000;                       561.576;                         8.498;                       820.034;
27.03.2014 21:20:22;  710100.000;                       563.992;                         8.419;                       825.388;
27.03.2014 21:35:22;  711000.000;                       560.684;                         8.391;                       821.186;
27.03.2014 21:50:22;  711900.000;                       562.844;                         8.330;                       825.768;
27.03.2014 22:05:22;  712800.000;                       564.431;                         8.283;                       829.185;
27.03.2014 22:20:22;  713700.000;                       563.179;                         8.214;                       828.941;
27.03.2014 22:35:22;  714600.000;                       561.093;                         8.160;                       827.141;
27.03.2014 22:50:22;  715500.000;                       560.240;                         8.105;                       827.149;
27.03.2014 23:05:22;  716400.000;                       607.678;                         8.084;                       897.719;
27.03.2014 23:20:22;  717300.000;                       597.442;                         8.031;                       883.937;
27.03.2014 23:35:22;  718200.000;                       604.756;                         7.949;                       896.831;
27.03.2014 23:50:22;  719100.000;                       605.507;                         7.925;                       898.566;
28.03.2014 00:05:22;  720000.000;                       603.276;                         7.904;                       895.779;
28.03.2014 00:20:22;  720900.000;                       600.742;                         7.888;                       892.423;
28.03.2014 00:35:22;  721800.000;                       602.798;                         7.846;                       896.542;
28.03.2014 00:50:22;  722700.000;                       604.589;                         7.829;                       899.652;
28.03.2014 01:05:22;  723600.000;                       600.049;                         7.782;                       894.083;
28.03.2014 01:20:22;  724500.000;                       602.658;                         7.770;                       898.279;
28.03.2014 01:35:22;  725400.000;                       602.046;                         7.735;                       898.261;
28.03.2014 01:50:22;  726300.000;                       600.852;                         7.715;                       896.983;
28.03.2014 02:05:22;  727200.000;                       598.551;                         7.663;                       894.888;
28.03.2014 02:20:22;  728100.000;                       599.395;                         7.628;                       897.047;
28.03.2014 02:35:22;  729000.000;                       599.686;                         7.599;                       898.220;
28.03.2014 02:50:22;  729900.000;                       603.639;                         7.515;                       906.315;
28.03.2014 03:05:22;  730800.000;                       606.010;                         7.484;                       910.676;
28.03.2014 03:20:22;  731700.000;                       606.054;                         7.432;                       912.102;
28.03.2014 03:35:22;  732600.000;                       601.413;                         7.412;                       905.643;
28.03.2014 03:50:22;  733500.000;                       598.863;                         7.359;                       903.186;
28.03.2014 04:05:22;  734400.000;                       599.719;                         7.362;                       904.394;
28.03.2014 04:20:22;  735300.000;                       603.121;                         7.312;                       910.847;
28.03.2014 04:35:22;  736200.000;                       605.159;                         7.293;                       914.408;
28.03.2014 04:50:22;  737100.000;                       607.754;                         7.242;                       919.682;
