Date & Time;Höhe  [m];I [mA];Latit GPS;Lontit GPS;Altit GPS [m];Battery [V];DeviceID
09.01.2014 23:35:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:36:00;0,021;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:37:00;0,021;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:38:00;0,021;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:39:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:40:00;0,0208;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:41:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:42:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:43:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:44:00;0,021;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:45:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:46:00;0,021;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:47:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:48:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:49:00;0,0204;4,68;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:50:00;0,0211;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:51:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:52:00;0,021;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:53:00;0,0205;4,69;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:54:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:55:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:56:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:57:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:58:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
09.01.2014 23:59:00;0,0205;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:00:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:01:00;0,0201;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:02:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:03:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:04:00;0,0205;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:05:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:06:00;0,0205;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:07:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:08:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:09:00;0,0205;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:10:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:11:00;0,0208;4,7;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:12:00;0,0204;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:13:00;0,0204;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:14:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:15:00;0,0199;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:16:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:17:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:18:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:19:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:20:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:21:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:22:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:23:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:24:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:25:00;0,0199;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:26:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:27:00;0,0198;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:28:00;0,0201;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:29:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:30:00;0,0201;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:31:00;0,0197;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:32:00;0,0201;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:33:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:34:00;0,0201;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:35:00;0,0198;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:36:00;0,0202;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:37:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:38:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:39:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:40:00;0,0205;4,69;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:41:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:42:00;0,0203;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:43:00;0,0198;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:44:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:45:00;0,0199;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:46:00;0,0197;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:47:00;0,0202;4,68;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:48:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:49:00;0,0196;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:50:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:51:00;0,0198;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:52:00;0,0198;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:53:00;0,0197;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:54:00;0,0201;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:55:00;0,0195;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:56:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:57:00;0,0197;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:58:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 00:59:00;0,0193;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:00:00;0,0196;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:01:00;0,0195;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:02:00;0,0197;4,66;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:03:00;0,0192;4,64;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:04:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:05:00;0,0191;4,64;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:06:00;0,0193;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:07:00;0,02;4,67;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:08:00;0,0193;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:09:00;0,0191;4,64;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:10:00;0,0192;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:11:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:12:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:13:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:14:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:15:00;0,0196;4,65;52.5402066 N;13.5171733 E;105;2,63;002C8A4B
10.01.2014 01:16:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:17:00;0,0193;4,65;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:18:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:19:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:20:00;0,0191;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:21:00;0,0187;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:22:00;0,0192;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:23:00;0,0193;4,65;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:24:00;0,0191;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:25:00;0,019;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:26:00;0,019;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:27:00;0,0186;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:28:00;0,0193;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:29:00;0,0197;4,66;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:30:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:31:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:32:00;0,0187;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:33:00;0,019;4,64;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:34:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:35:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:36:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:37:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:38:00;0,0181;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:39:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:40:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:41:00;0,0186;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:42:00;0,0187;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:43:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:44:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:45:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:46:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:47:00;0,0184;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:48:00;0,019;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:49:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:50:00;0,0186;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:51:00;0,0184;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:52:00;0,0181;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:53:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:54:00;0,0184;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:55:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:56:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:57:00;0,0189;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:58:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 01:59:00;0,0187;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:00:00;0,0186;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:01:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:02:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:03:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:04:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:05:00;0,0188;4,63;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:06:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:07:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:08:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:09:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:10:00;0,0181;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:11:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:12:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:13:00;0,0184;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:14:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:15:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:16:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:17:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:18:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:19:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:20:00;0,0184;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:21:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:22:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:23:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:24:00;0,0184;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:25:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:26:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:27:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:28:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:29:00;0,0185;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:30:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:31:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:32:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:33:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:34:00;0,0178;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:35:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:36:00;0,0186;4,62;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:37:00;0,0181;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:38:00;0,0181;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:39:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:40:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:41:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:42:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:43:00;0,0181;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:44:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:45:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:46:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:47:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:48:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:49:00;0,0171;4,57;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:50:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:51:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:52:00;0,017;4,57;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:53:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:54:00;0,0172;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:55:00;0,0169;4,56;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:56:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 02:57:00;0,0172;4,58;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:58:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,62;002C8A4B
10.01.2014 02:59:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:00:00;0,0172;4,57;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:01:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:02:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:03:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:04:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:05:00;0,0175;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:06:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:07:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:08:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:09:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:10:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:11:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:12:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:13:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:14:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:15:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:16:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:17:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:18:00;0,0172;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:19:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:20:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:21:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:22:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:23:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:24:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:25:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:26:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:27:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:28:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:29:00;0,017;4,57;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:30:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:31:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:32:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:33:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:34:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:35:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:36:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:37:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:38:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:39:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:40:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:41:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:42:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:43:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:44:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:45:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:46:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:47:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:48:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:49:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:50:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:51:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:52:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:53:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:54:00;0,0184;4,62;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:55:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:56:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:57:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:58:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 03:59:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:00:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:01:00;0,0181;4,61;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:02:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:03:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:04:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:05:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:06:00;0,0184;4,62;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:07:00;0,0181;4,61;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
10.01.2014 04:08:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,61;002C8A4B
