NIVUS	STR

CPU32:	V4.10	27/01/14	FLASH : 8000B	DSP   : (1)V1.62 11/10/13 (4)
Datum	04.04.2014	c:\STRxxxxx.txt

		Fenster min[m]:	 0,060
		Fenster max[m]:	 0,990

Datum	Uhrzeit	Füllstand [m]	Geschw. [m/s]	Durchfluss [l/s]	T [°C]	ADC_1 [m]	ADC_2 [mA]	ADC_3 [V]	ADC_4 [m]	

23.04.2014	09:46:00	0,007	0,000	0,000	9,3		119,403	12,733		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:48:00	0,007	0,000	0,000	9,3		114,106	12,733		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:50:00	0,007	0,000	0,000	9,3		133,760	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:52:00	0,007	0,000	0,000	9,3		133,486	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:54:00	0,007	0,000	0,000	9,3		122,377	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:56:00	0,007	0,000	0,000	9,3		130,998	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:58:00	0,007	0,000	0,000	9,3		131,462	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:00:00	0,007	0,000	0,000	9,3		122,068	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:02:00	0,007	0,000	0,000	9,3		131,503	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:04:00	0,007	0,000	0,000	9,3		129,571	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:06:00	0,007	0,000	0,000	9,3		121,308	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:08:00	0,007	0,000	0,000	9,3		131,302	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:10:00	0,007	0,000	0,000	9,3		119,604	12,733		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:12:00	0,007	0,000	0,000	9,3		133,163	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:14:00	0,007	0,000	0,000	9,3		131,332	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:16:00	0,007	0,000	0,000	9,3		131,031	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:18:00	0,007	0,000	0,000	9,3		129,438	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:20:00	0,007	0,000	0,000	9,3		129,337	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:22:00	0,007	0,000	0,000	9,3		131,166	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:24:00	0,007	0,000	0,000	9,3		122,260	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:26:00	0,007	0,000	0,000	9,3		125,859	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:28:00	0,007	0,000	0,000	9,3		122,412	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:30:00	0,007	0,000	0,000	9,3		130,960	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:32:00	0,007	0,000	0,000	9,3		131,497	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:34:00	0,007	0,000	0,000	9,3		131,942	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:36:00	0,007	0,000	0,000	9,3		132,490	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:38:00	0,007	0,000	0,000	9,3		130,577	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:40:00	0,007	0,000	0,000	9,3		130,919	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:42:00	0,007	0,000	0,000	9,3		131,199	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:44:00	0,007	0,000	0,000	9,3		130,952	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:46:00	0,007	0,000	0,000	9,3		131,147	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:48:00	0,007	0,000	0,000	9,3		131,058	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:50:00	0,007	0,000	0,000	9,3		118,985	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:52:00	0,007	0,000	0,000	9,3		131,845	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:54:00	0,007	0,000	0,000	9,3		131,815	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:56:00	0,007	0,000	0,000	9,3		130,786	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	10:58:00	0,007	0,000	0,000	9,3		129,451	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:00:00	0,007	0,000	0,000	9,3		131,139	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:02:00	0,007	0,000	0,000	9,3		131,104	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:04:00	0,007	0,000	0,000	9,3		133,698	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:06:00	0,007	0,000	0,000	9,3		134,908	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:08:00	0,007	0,000	0,000	9,3		128,713	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:10:00	0,007	0,000	0,000	9,3		133,188	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:12:00	0,007	0,000	0,000	9,3		131,627	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:14:00	0,007	0,000	0,000	9,3		132,800	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:16:00	0,007	0,000	0,000	9,3		129,481	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:18:00	0,007	0,000	0,000	9,3		131,625	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:20:00	0,007	0,000	0,000	9,3		131,220	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:22:00	0,007	0,000	0,000	9,3		130,813	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:24:00	0,007	0,000	0,000	9,3		128,360	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:26:00	0,007	0,000	0,000	9,3		130,667	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:28:00	0,007	0,000	0,000	9,3		133,953	12,727		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	11:30:00	0,007	0,000	0,000	9,3		131,033	12,727		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
