NIVUS	STR

CPU32:	V4.10	27/01/14	FLASH : 8000B	DSP   : (1)V1.62 11/10/13 (4)
Datum	04.04.2014	c:\STRxxxxx.txt

		Fenster min[m]:	 0,060
		Fenster max[m]:	 0,990

Datum	Uhrzeit	Füllstand [m]	Geschw. [m/s]	Durchfluss [l/s]	T [°C]	ADC_1 [m]	ADC_2 [mA]	ADC_3 [V]	ADC_4 [m]	

22.04.2014	11:54:00	0,006	0,000	0,000	9,2		130,534	12,767	
22.04.2014	11:56:00	0,006	0,000	0,000	9,2		131,158	12,768	
22.04.2014	11:58:00	0,006	0,000	0,000	9,2		133,055	12,767	
22.04.2014	12:00:00	0,006	0,000	0,000	9,2		131,777	12,768	
22.04.2014	12:02:00	0,006	0,000	0,000	9,2		129,039	12,767	
22.04.2014	12:04:00	0,006	0,000	0,000	9,2		125,088	12,768	
22.04.2014	12:06:00	0,006	0,000	0,000	9,2		127,986	12,767	
22.04.2014	12:08:00	0,007	0,000	0,000	9,2		130,621	12,767	
22.04.2014	12:10:00	0,007	0,000	0,000	9,2		130,827	12,767	
22.04.2014	12:12:00	0,007	0,000	0,000	9,2		130,651	12,767	
22.04.2014	12:14:00	0,007	0,000	0,000	9,2		130,629	12,767	
22.04.2014	12:16:00	0,007	0,000	0,000	9,2		131,554	12,767	
22.04.2014	12:18:00	0,007	0,000	0,000	9,2		125,194	12,767	
22.04.2014	12:20:00	0,007	0,000	0,000	9,2		130,623	12,766	
22.04.2014	12:22:00	0,007	0,000	0,000	9,2		134,034	12,767	
22.04.2014	12:24:00	0,007	0,000	0,000	9,2		131,470	12,766	
22.04.2014	12:26:00	0,007	0,000	0,000	9,2		130,754	12,766	
22.04.2014	12:28:00	0,007	0,000	0,000	9,2		132,678	12,766	
22.04.2014	12:30:00	0,007	0,000	0,000	9,2		130,680	12,766	
22.04.2014	12:32:00	0,006	0,000	0,000	9,2		130,794	12,766	
22.04.2014	12:34:00	0,006	0,000	0,000	9,2		128,339	12,766	
22.04.2014	12:36:00	0,006	0,000	0,000	9,2		133,579	12,766	
22.04.2014	12:38:00	0,006	0,000	0,000	9,2		130,585	12,766	
22.04.2014	12:40:00	0,006	0,000	0,000	9,2		127,701	12,766	
22.04.2014	12:42:00	0,006	0,000	0,000	9,2		130,702	12,766	
22.04.2014	12:44:00	0,007	0,000	0,000	9,2		130,575	12,766	
22.04.2014	12:46:00	0,007	0,000	0,000	9,2		131,082	12,766	
22.04.2014	12:48:00	0,007	0,000	0,000	9,2		131,497	12,765	
22.04.2014	12:50:00	0,007	0,000	0,000	9,2		131,180	12,765	
22.04.2014	12:52:00	0,007	0,000	0,000	9,2		130,577	12,765	
22.04.2014	12:54:00	0,007	0,000	0,000	9,2		130,751	12,765	
22.04.2014	12:56:00	0,007	0,000	0,000	9,2		128,035	12,766	
22.04.2014	12:58:00	0,007	0,000	0,000	9,2		130,491	12,765	
22.04.2014	13:00:00	0,007	0,000	0,000	9,2		133,171	12,765	
22.04.2014	13:02:00	0,007	0,000	0,000	9,2		130,420	12,765	
22.04.2014	13:04:00	0,007	0,000	0,000	9,2		133,654	12,765	
22.04.2014	13:06:00	0,007	0,000	0,000	9,2		133,915	12,765	
22.04.2014	13:08:00	0,007	0,000	0,000	9,2		130,444	12,765	
22.04.2014	13:10:00	0,007	0,000	0,000	9,2		130,472	12,766	
22.04.2014	13:12:00	0,007	0,000	0,000	9,2		130,889	12,765	
22.04.2014	13:14:00	0,007	0,000	0,000	9,2		131,177	12,765	
22.04.2014	13:16:00	0,007	0,000	0,000	9,2		131,372	12,765	
22.04.2014	13:18:00	0,007	0,000	0,000	9,2		130,982	12,765	
22.04.2014	13:20:00	0,007	0,000	0,000	9,2		131,302	12,765	
22.04.2014	13:22:00	0,007	0,000	0,000	9,2		127,826	12,765	
22.04.2014	13:24:00	0,007	0,000	0,000	9,2		130,623	12,764	
22.04.2014	13:26:00	0,007	0,000	0,000	9,2		125,262	12,765	
22.04.2014	13:28:00	0,007	0,000	0,000	9,2		122,076	12,764	
22.04.2014	13:30:00	0,007	0,000	0,000	9,2		132,960	12,765	
22.04.2014	13:32:00	0,007	0,000	0,000	9,2		128,179	12,764	
22.04.2014	13:34:00	0,007	0,000	0,000	9,2		131,573	12,764	
22.04.2014	13:36:00	0,007	0,000	0,000	9,2		131,050	12,765	
22.04.2014	13:38:00	0,007	0,000	0,000	9,2		131,036	12,764	
22.04.2014	13:40:00	0,007	0,000	0,000	9,2		133,948	12,764	
22.04.2014	13:42:00	0,007	0,000	0,000	9,2		130,740	12,764	
22.04.2014	13:44:00	0,007	0,000	0,000	9,2		127,812	12,764	
22.04.2014	13:46:00	0,007	0,000	0,000	9,2		128,521	12,764	
22.04.2014	13:48:00	0,007	0,000	0,000	9,2		133,161	12,764	
22.04.2014	13:50:00	0,007	0,000	0,000	9,2		121,503	12,764	
22.04.2014	13:52:00	0,006	0,000	0,000	9,2		128,122	12,764	
22.04.2014	13:54:00	0,006	0,000	0,000	9,2		133,169	12,763	
22.04.2014	13:56:00	0,006	0,000	0,000	9,2		127,704	12,764	
22.04.2014	13:58:00	0,006	0,000	0,000	9,2		128,013	12,763	
22.04.2014	14:00:00	0,006	0,000	0,000	9,2		130,767	12,764	
22.04.2014	14:02:00	0,007	0,000	0,000	9,2		130,716	12,764	
22.04.2014	14:04:00	0,007	0,000	0,000	9,2		133,725	12,764	
22.04.2014	14:06:00	0,007	0,000	0,000	9,2		131,196	12,763	
22.04.2014	14:08:00	0,007	0,000	0,000	9,2		128,575	12,763	
22.04.2014	14:10:00	0,007	0,000	0,000	9,2		128,198	12,763	
22.04.2014	14:12:00	0,007	0,000	0,000	9,2		130,401	12,764	
22.04.2014	14:14:00	0,007	0,000	0,000	9,2		128,488	12,763	
22.04.2014	14:16:00	0,007	0,000	0,000	9,2		130,702	12,763	
22.04.2014	14:18:00	0,007	0,000	0,000	9,2		131,918	12,763	
22.04.2014	14:20:00	0,007	0,000	0,000	9,2		133,725	12,763	
22.04.2014	14:22:00	0,007	0,000	0,000	9,2		128,401	12,763	
22.04.2014	14:24:00	0,007	0,000	0,000	9,2		131,131	12,763	
22.04.2014	14:26:00	0,007	0,000	0,000	9,2		125,183	12,763	
22.04.2014	14:28:00	0,007	0,000	0,000	9,2		130,735	12,763	
22.04.2014	14:30:00	0,007	0,000	0,000	9,2		130,455	12,763	
22.04.2014	14:32:00	0,006	0,000	0,000	9,2		133,885	12,762	
22.04.2014	14:34:00	0,006	0,000	0,000	9,2		130,862	12,762	
22.04.2014	14:36:00	0,006	0,000	0,000	9,2		137,049	12,763	
22.04.2014	14:38:00	0,006	0,000	0,000	9,2		132,113	12,762	
22.04.2014	14:40:00	0,006	0,000	0,000	9,2		131,280	12,762	
22.04.2014	14:42:00	0,006	0,000	0,000	9,2		130,664	12,762	
22.04.2014	14:44:00	0,006	0,000	0,000	9,2		130,870	12,762	
22.04.2014	14:46:00	0,006	0,000	0,000	9,2		131,321	12,762	
22.04.2014	14:48:00	0,006	0,000	0,000	9,2		130,879	12,762	
22.04.2014	14:50:00	0,006	0,000	0,000	9,2		130,507	12,762	
22.04.2014	14:52:00	0,006	0,000	0,000	9,2		131,427	12,762	
22.04.2014	14:54:00	0,006	0,000	0,000	9,2		132,694	12,761	
22.04.2014	14:56:00	0,006	0,000	0,000	9,2		121,864	12,761	
22.04.2014	14:58:00	0,006	0,000	0,000	9,2		125,278	12,762	
22.04.2014	15:00:00	0,006	0,000	0,000	9,2		128,545	12,761	
22.04.2014	15:02:00	0,006	0,000	0,000	9,2		133,427	12,761	
22.04.2014	15:04:00	0,007	0,000	0,000	9,2		130,648	12,761	
22.04.2014	15:06:00	0,007	0,000	0,000	9,2		130,765	12,761	
22.04.2014	15:08:00	0,007	0,000	0,000	9,2		131,522	12,761	
22.04.2014	15:10:00	0,007	0,000	0,000	9,2		131,777	12,761	
22.04.2014	15:12:00	0,007	0,000	0,000	9,2		130,691	12,761	
22.04.2014	15:14:00	0,006	0,000	0,000	9,2		130,843	12,760	
22.04.2014	15:16:00	0,006	0,000	0,000	9,2		128,282	12,761	
22.04.2014	15:18:00	0,006	0,000	0,000	9,2		133,087	12,761	
22.04.2014	15:20:00	0,006	0,000	0,000	9,2		131,397	12,760	
22.04.2014	15:22:00	0,006	0,000	0,000	9,2		133,272	12,760	
22.04.2014	15:24:00	0,006	0,000	0,000	9,2		133,671	12,760	
22.04.2014	15:26:00	0,006	0,000	0,000	9,2		131,296	12,760	
22.04.2014	15:28:00	0,006	0,000	0,000	9,2		130,860	12,760	
22.04.2014	15:30:00	0,006	0,000	0,000	9,2		125,196	12,761	
22.04.2014	15:32:00	0,006	0,000	0,000	9,2		130,670	12,760	
22.04.2014	15:34:00	0,006	0,000	0,000	9,2		131,215	12,760	
22.04.2014	15:36:00	0,006	0,000	0,000	9,2		131,101	12,760	
22.04.2014	15:38:00	0,006	0,000	0,000	9,2		132,737	12,761	
22.04.2014	15:40:00	0,006	0,000	0,000	9,2		133,150	12,760	
22.04.2014	15:42:00	0,006	0,000	0,000	9,2		134,181	12,760	
22.04.2014	15:44:00	0,006	0,000	0,000	9,2		131,174	12,760	
22.04.2014	15:46:00	0,006	0,000	0,000	9,2		133,758	12,760	
22.04.2014	15:48:00	0,006	0,000	0,000	9,2		128,564	12,760	
22.04.2014	15:50:00	0,006	0,000	0,000	9,2		127,801	12,760	
22.04.2014	15:52:00	0,006	0,000	0,000	9,2		121,891	12,760	
22.04.2014	15:54:00	0,006	0,000	0,000	9,2		133,299	12,760	
22.04.2014	15:56:00	0,006	0,000	0,000	9,2		128,369	12,760	
22.04.2014	15:58:00	0,006	0,000	0,000	9,2		130,645	12,759	
22.04.2014	16:00:00	0,006	0,000	0,000	9,2		131,459	12,759	
22.04.2014	16:02:00	0,006	0,000	0,000	9,2		127,799	12,759	
22.04.2014	16:04:00	0,006	0,000	0,000	9,2		130,596	12,759	
22.04.2014	16:06:00	0,006	0,000	0,000	9,2		131,834	12,760	
22.04.2014	16:08:00	0,006	0,000	0,000	9,2		131,402	12,759	
22.04.2014	16:10:00	0,006	0,000	0,000	9,2		128,483	12,760	
22.04.2014	16:12:00	0,006	0,000	0,000	9,2		130,987	12,759	
22.04.2014	16:14:00	0,006	0,000	0,000	9,2		130,453	12,759	
22.04.2014	16:16:00	0,006	0,000	0,000	9,2		132,157	12,759	
22.04.2014	16:18:00	0,006	0,000	0,000	9,2		131,117	12,759	
22.04.2014	16:20:00	0,006	0,000	0,000	9,2		130,553	12,759	
22.04.2014	16:22:00	0,006	0,000	0,000	9,2		130,727	12,759	
22.04.2014	16:24:00	0,006	0,000	0,000	9,2		133,600	12,758	
22.04.2014	16:26:00	0,006	0,000	0,000	9,2		132,914	12,758	
22.04.2014	16:28:00	0,007	0,000	0,000	9,2		130,227	12,759	
22.04.2014	16:30:00	0,007	0,000	0,000	9,2		129,104	12,758	
22.04.2014	16:32:00	0,007	0,000	0,000	9,2		131,340	12,758	
22.04.2014	16:34:00	0,007	0,000	0,000	9,2		134,325	12,758	
22.04.2014	16:36:00	0,007	0,000	0,000	9,2		130,032	12,758	
22.04.2014	16:38:00	0,006	0,000	0,000	9,2		128,000	12,758	
22.04.2014	16:40:00	0,006	0,000	0,000	9,2		134,276	12,759	
22.04.2014	16:42:00	0,006	0,000	0,000	9,2		131,155	12,758	
22.04.2014	16:44:00	0,006	0,000	0,000	9,2		130,808	12,758	
22.04.2014	16:46:00	0,006	0,000	0,000	9,2		131,044	12,758	
22.04.2014	16:48:00	0,006	0,000	0,000	9,2		132,075	12,759	
22.04.2014	16:50:00	0,006	0,000	0,000	9,2		130,157	12,758	
22.04.2014	16:52:00	0,007	0,000	0,000	9,2		130,341	12,757	
22.04.2014	16:54:00	0,007	0,000	0,000	9,2		131,359	12,758	
22.04.2014	16:56:00	0,007	0,000	0,000	9,2		131,215	12,758	
22.04.2014	16:58:00	0,007	0,000	0,000	9,2		130,558	12,757	
22.04.2014	17:00:00	0,007	0,000	0,000	9,2		130,751	12,757	
22.04.2014	17:02:00	0,007	0,000	0,000	9,2		122,089	12,757	
22.04.2014	17:04:00	0,007	0,000	0,000	9,2		130,868	12,758	
22.04.2014	17:06:00	0,007	0,000	0,000	9,2		133,030	12,757	
22.04.2014	17:08:00	0,006	0,000	0,000	9,2		131,134	12,757	
22.04.2014	17:10:00	0,006	0,000	0,000	9,2		127,766	12,757	
22.04.2014	17:12:00	0,006	0,000	0,000	9,2		131,315	12,757	
22.04.2014	17:14:00	0,006	0,000	0,000	9,2		130,773	12,757	
22.04.2014	17:16:00	0,006	0,000	0,000	9,2		133,115	12,757	
22.04.2014	17:18:00	0,006	0,000	0,000	9,2		137,242	12,758	
22.04.2014	17:20:00	0,006	0,000	0,000	9,2		131,470	12,756	
22.04.2014	17:22:00	0,007	0,000	0,000	9,2		92,383	12,774	
22.04.2014	17:24:00	0,013	0,000	0,000	9,2		94,939	12,778	
22.04.2014	17:26:00	0,024	0,000	0,000	9,2		96,580	12,782	
22.04.2014	17:28:00	0,026	0,000	0,000	9,2		92,656	12,784	
22.04.2014	17:30:00	0,033	0,000	0,000	9,3		91,410	12,785	
22.04.2014	17:32:00	0,053	0,089	1,426	9,4		109,625	12,787	
22.04.2014	17:34:00	0,056	0,094	1,728	9,4		93,877	12,785	
22.04.2014	17:36:00	0,062	0,100	2,060	9,5		114,876	12,787	
22.04.2014	17:38:00	0,063	0,100	2,060	9,8		110,809	12,788	
22.04.2014	17:40:00	0,063	0,099	1,991	10,1		119,467	12,789	
22.04.2014	17:42:00	0,059	0,093	1,665	10,1		109,588	12,789	
22.04.2014	17:44:00	0,054	0,090	1,484	10,3		106,332	12,788	
22.04.2014	17:46:00	0,053	0,088	1,369	10,5		114,998	12,789	
22.04.2014	17:48:00	0,050	0,000	0,000	10,5		110,533	12,790	
22.04.2014	17:50:00	0,044	0,000	0,000	10,6		92,513	12,788	
22.04.2014	17:52:00	0,043	0,000	0,000	10,6		115,144	12,790	
22.04.2014	17:54:00	0,041	0,000	0,000	10,7		110,223	12,790	
22.04.2014	17:56:00	0,040	0,000	0,000	10,7		91,296	12,790	
22.04.2014	17:58:00	0,040	0,000	0,000	10,7		110,109	12,791	
22.04.2014	18:00:00	0,039	0,000	0,000	10,7		72,195	12,791	
22.04.2014	18:02:00	0,039	0,000	0,000	10,7		115,116	12,791	
22.04.2014	18:04:00	0,039	0,000	0,000	10,6		109,515	12,791	
22.04.2014	18:06:00	0,038	0,000	0,000	10,5		93,901	12,791	
22.04.2014	18:08:00	0,036	0,000	0,000	10,5		114,180	12,791	
22.04.2014	18:10:00	0,036	0,000	0,000	10,4		109,613	12,792	
22.04.2014	18:12:00	0,034	0,000	0,000	10,3		95,432	12,791	
22.04.2014	18:14:00	0,032	0,000	0,000	10,0		110,337	12,791	
22.04.2014	18:16:00	0,032	0,000	0,000	10,0		92,212	12,790	
22.04.2014	18:18:00	0,032	0,000	0,000	10,0		117,733	12,790	
22.04.2014	18:20:00	0,032	0,000	0,000	10,0		107,150	12,790	
22.04.2014	18:22:00	0,032	0,000	0,000	9,9		90,377	12,791	
22.04.2014	18:24:00	0,032	0,000	0,000	9,7		86,730	12,791	
22.04.2014	18:26:00	0,033	0,000	0,000	9,7		115,323	12,791	
22.04.2014	18:28:00	0,032	0,000	0,000	9,7		108,782	12,791	
22.04.2014	18:30:00	0,032	0,000	0,000	9,7		114,452	12,790	
22.04.2014	18:32:00	0,031	0,000	0,000	9,6		112,568	12,791	
22.04.2014	18:34:00	0,031	0,000	0,000	9,5		118,413	12,792	
22.04.2014	18:36:00	0,029	0,000	0,000	9,5		114,407	12,790	
22.04.2014	18:38:00	0,027	0,000	0,000	9,5		111,461	12,790	
22.04.2014	18:40:00	0,027	0,000	0,000	9,5		114,701	12,791	
22.04.2014	18:42:00	0,027	0,000	0,000	9,4		109,324	12,792	
22.04.2014	18:44:00	0,026	0,000	0,000	9,4		92,208	12,790	
22.04.2014	18:46:00	0,024	0,000	0,000	9,4		129,869	12,790	
22.04.2014	18:48:00	0,024	0,000	0,000	9,4		109,657	12,791	
22.04.2014	18:50:00	0,024	0,000	0,000	9,4		93,006	12,792	
22.04.2014	18:52:00	0,024	0,000	0,000	9,4		111,050	12,791	
22.04.2014	18:54:00	0,023	0,000	0,000	9,4		116,398	12,789	
22.04.2014	18:56:00	0,023	0,000	0,000	9,3		112,283	12,790	
22.04.2014	18:58:00	0,023	0,000	0,000	9,3		113,451	12,792	
22.04.2014	19:00:00	0,023	0,000	0,000	9,3		109,356	12,792	
22.04.2014	19:02:00	0,023	0,000	0,000	9,3		113,789	12,791	
22.04.2014	19:04:00	0,023	0,000	0,000	9,3		109,141	12,791	
22.04.2014	19:06:00	0,022	0,000	0,000	9,3		113,870	12,790	
22.04.2014	19:08:00	0,022	0,000	0,000	9,3		97,235	12,791	
22.04.2014	19:10:00	0,022	0,000	0,000	9,3		111,884	12,790	
22.04.2014	19:12:00	0,022	0,000	0,000	9,3		114,432	12,791	
22.04.2014	19:14:00	0,021	0,000	0,000	9,2		111,884	12,791	
22.04.2014	19:16:00	0,021	0,000	0,000	9,2		104,985	12,792	
22.04.2014	19:18:00	0,021	0,000	0,000	9,2		111,518	12,789	
22.04.2014	19:20:00	0,021	0,000	0,000	9,2		99,103	12,793	
22.04.2014	19:22:00	0,021	0,000	0,000	9,2		102,250	12,790	
22.04.2014	19:24:00	0,020	0,000	0,000	9,2		93,783	12,792	
22.04.2014	19:26:00	0,020	0,000	0,000	9,2		115,620	12,791	
22.04.2014	19:28:00	0,020	0,000	0,000	9,2		110,887	12,790	
22.04.2014	19:30:00	0,020	0,000	0,000	9,2		104,509	12,791	
22.04.2014	19:32:00	0,020	0,000	0,000	9,2		112,873	12,790	
22.04.2014	19:34:00	0,019	0,000	0,000	9,2		113,182	12,790	
22.04.2014	19:36:00	0,019	0,000	0,000	9,2		112,079	12,789	
22.04.2014	19:38:00	0,019	0,000	0,000	9,2		107,967	12,788	
22.04.2014	19:40:00	0,019	0,000	0,000	9,2		112,934	12,792	
22.04.2014	19:42:00	0,018	0,000	0,000	9,2		104,969	12,789	
22.04.2014	19:44:00	0,018	0,000	0,000	9,2		108,811	12,791	
22.04.2014	19:46:00	0,018	0,000	0,000	9,1		93,173	12,791	
22.04.2014	19:48:00	0,018	0,000	0,000	9,1		93,067	12,792	
22.04.2014	19:50:00	0,018	0,000	0,000	9,1		96,608	12,791	
22.04.2014	19:52:00	0,018	0,000	0,000	9,1		112,971	12,790	
22.04.2014	19:54:00	0,017	0,000	0,000	9,1		122,841	12,783	
22.04.2014	19:56:00	0,017	0,000	0,000	9,1		133,440	12,785	
22.04.2014	19:58:00	0,017	0,000	0,000	9,1		138,402	12,786	
22.04.2014	20:00:00	0,017	0,000	0,000	9,1		113,447	12,777	
22.04.2014	20:02:00	0,017	0,000	0,000	9,1		131,039	12,779	
22.04.2014	20:04:00	0,017	0,000	0,000	9,1		80,624	12,783	
22.04.2014	20:06:00	0,017	0,000	0,000	9,1		133,109	12,768	
22.04.2014	20:08:00	0,017	0,000	0,000	9,1		124,412	12,765	
22.04.2014	20:10:00	0,016	0,000	0,000	9,1		130,982	12,776	
22.04.2014	20:12:00	0,016	0,000	0,000	9,1		119,731	12,768	
22.04.2014	20:14:00	0,016	0,000	0,000	9,1		131,842	12,764	
22.04.2014	20:16:00	0,016	0,000	0,000	9,1		116,402	12,763	
22.04.2014	20:18:00	0,016	0,000	0,000	9,1		130,398	12,762	
22.04.2014	20:20:00	0,016	0,000	0,000	9,1		130,930	12,761	
22.04.2014	20:22:00	0,016	0,000	0,000	9,1		131,782	12,760	
22.04.2014	20:24:00	0,016	0,000	0,000	9,1		129,752	12,759	
22.04.2014	20:26:00	0,016	0,000	0,000	9,1		130,800	12,759	
22.04.2014	20:28:00	0,016	0,000	0,000	9,1		119,284	12,760	
22.04.2014	20:30:00	0,016	0,000	0,000	9,1		117,384	12,759	
22.04.2014	20:32:00	0,015	0,000	0,000	9,1		133,950	12,758	
22.04.2014	20:34:00	0,015	0,000	0,000	9,1		117,978	12,758	
22.04.2014	20:36:00	0,015	0,000	0,000	9,1		117,376	12,758	
22.04.2014	20:38:00	0,015	0,000	0,000	9,1		130,534	12,757	
22.04.2014	20:40:00	0,015	0,000	0,000	9,1		130,781	12,757	
22.04.2014	20:42:00	0,015	0,000	0,000	9,1		130,423	12,756	
22.04.2014	20:44:00	0,015	0,000	0,000	9,1		130,672	12,756	
22.04.2014	20:46:00	0,014	0,000	0,000	9,1		129,215	12,755	
22.04.2014	20:48:00	0,014	0,000	0,000	9,1		125,329	12,755	
22.04.2014	20:50:00	0,014	0,000	0,000	9,2		129,042	12,755	
22.04.2014	20:52:00	0,014	0,000	0,000	9,2		133,728	12,755	
22.04.2014	20:54:00	0,014	0,000	0,000	9,2		131,079	12,754	
22.04.2014	20:56:00	0,014	0,000	0,000	9,2		134,300	12,754	
22.04.2014	20:58:00	0,014	0,000	0,000	9,2		130,960	12,754	
22.04.2014	21:00:00	0,013	0,000	0,000	9,2		125,430	12,754	
22.04.2014	21:02:00	0,013	0,000	0,000	9,2		131,665	12,754	
22.04.2014	21:04:00	0,013	0,000	0,000	9,2		131,400	12,754	
22.04.2014	21:06:00	0,013	0,000	0,000	9,2		134,162	12,754	
22.04.2014	21:08:00	0,013	0,000	0,000	9,2		133,929	12,754	
22.04.2014	21:10:00	0,013	0,000	0,000	9,2		132,770	12,753	
22.04.2014	21:12:00	0,013	0,000	0,000	9,2		134,246	12,754	
22.04.2014	21:14:00	0,012	0,000	0,000	9,2		130,841	12,753	
22.04.2014	21:16:00	0,012	0,000	0,000	9,2		130,870	12,753	
22.04.2014	21:18:00	0,012	0,000	0,000	9,2		130,748	12,753	
22.04.2014	21:20:00	0,013	0,000	0,000	9,2		130,987	12,752	
22.04.2014	21:22:00	0,013	0,000	0,000	9,2		134,013	12,753	
22.04.2014	21:24:00	0,013	0,000	0,000	9,2		122,887	12,753	
22.04.2014	21:26:00	0,013	0,000	0,000	9,2		125,696	12,752	
22.04.2014	21:28:00	0,013	0,000	0,000	9,2		133,874	12,752	
22.04.2014	21:30:00	0,013	0,000	0,000	9,2		133,579	12,752	
22.04.2014	21:32:00	0,012	0,000	0,000	9,2		133,546	12,752	
22.04.2014	21:34:00	0,012	0,000	0,000	9,2		130,748	12,752	
22.04.2014	21:36:00	0,012	0,000	0,000	9,2		130,889	12,752	
22.04.2014	21:38:00	0,012	0,000	0,000	9,2		133,337	12,752	
22.04.2014	21:40:00	0,012	0,000	0,000	9,2		130,898	12,752	
22.04.2014	21:42:00	0,012	0,000	0,000	9,2		125,392	12,752	
22.04.2014	21:44:00	0,012	0,000	0,000	9,2		133,242	12,752	
22.04.2014	21:46:00	0,012	0,000	0,000	9,2		132,952	12,751	
22.04.2014	21:48:00	0,012	0,000	0,000	9,2		133,163	12,752	
22.04.2014	21:50:00	0,012	0,000	0,000	9,2		130,653	12,751	
22.04.2014	21:52:00	0,012	0,000	0,000	9,2		128,306	12,751	
22.04.2014	21:54:00	0,012	0,000	0,000	9,2		133,220	12,752	
22.04.2014	21:56:00	0,012	0,000	0,000	9,2		130,067	12,751	
22.04.2014	21:58:00	0,012	0,000	0,000	9,2		128,051	12,751	
22.04.2014	22:00:00	0,012	0,000	0,000	9,2		125,378	12,751	
22.04.2014	22:02:00	0,012	0,000	0,000	9,2		125,519	12,751	
22.04.2014	22:04:00	0,012	0,000	0,000	9,2		135,215	12,750	
22.04.2014	22:06:00	0,012	0,000	0,000	9,2		118,046	12,752	
22.04.2014	22:08:00	0,011	0,000	0,000	9,2		130,860	12,750	
22.04.2014	22:10:00	0,011	0,000	0,000	9,2		133,861	12,750	
22.04.2014	22:12:00	0,011	0,000	0,000	9,2		130,599	12,750	
22.04.2014	22:14:00	0,011	0,000	0,000	9,2		131,031	12,750	
22.04.2014	22:16:00	0,010	0,000	0,000	9,2		130,819	12,750	
22.04.2014	22:18:00	0,010	0,000	0,000	9,2		130,640	12,750	
22.04.2014	22:20:00	0,010	0,000	0,000	9,2		130,857	12,750	
22.04.2014	22:22:00	0,011	0,000	0,000	9,2		129,218	12,750	
22.04.2014	22:24:00	0,011	0,000	0,000	9,2		131,313	12,750	
22.04.2014	22:26:00	0,011	0,000	0,000	9,2		121,905	12,750	
22.04.2014	22:28:00	0,011	0,000	0,000	9,2		129,028	12,750	
22.04.2014	22:30:00	0,011	0,000	0,000	9,2		133,636	12,750	
22.04.2014	22:32:00	0,011	0,000	0,000	9,2		131,481	12,750	
22.04.2014	22:34:00	0,011	0,000	0,000	9,2		131,003	12,750	
22.04.2014	22:36:00	0,011	0,000	0,000	9,2		133,926	12,750	
22.04.2014	22:38:00	0,011	0,000	0,000	9,2		130,604	12,750	
22.04.2014	22:40:00	0,011	0,000	0,000	9,2		130,520	12,749	
22.04.2014	22:42:00	0,011	0,000	0,000	9,2		122,971	12,749	
22.04.2014	22:44:00	0,011	0,000	0,000	9,2		133,486	12,750	
22.04.2014	22:46:00	0,011	0,000	0,000	9,2		131,606	12,749	
22.04.2014	22:48:00	0,011	0,000	0,000	9,2		130,499	12,749	
22.04.2014	22:50:00	0,010	0,000	0,000	9,2		122,955	12,749	
22.04.2014	22:52:00	0,010	0,000	0,000	9,2		128,515	12,749	
22.04.2014	22:54:00	0,010	0,000	0,000	9,2		129,077	12,749	
22.04.2014	22:56:00	0,010	0,000	0,000	9,2		134,048	12,749	
22.04.2014	22:58:00	0,010	0,000	0,000	9,2		128,504	12,749	
22.04.2014	23:00:00	0,010	0,000	0,000	9,2		128,626	12,749	
22.04.2014	23:02:00	0,010	0,000	0,000	9,2		134,479	12,749	
22.04.2014	23:04:00	0,010	0,000	0,000	9,2		125,495	12,749	
22.04.2014	23:06:00	0,010	0,000	0,000	9,2		128,377	12,749	
22.04.2014	23:08:00	0,010	0,000	0,000	9,2		130,759	12,748	
22.04.2014	23:10:00	0,010	0,000	0,000	9,2		133,340	12,748	
22.04.2014	23:12:00	0,010	0,000	0,000	9,2		125,395	12,748	
22.04.2014	23:14:00	0,010	0,000	0,000	9,2		121,921	12,748	
22.04.2014	23:16:00	0,010	0,000	0,000	9,2		128,507	12,748	
22.04.2014	23:18:00	0,010	0,000	0,000	9,2		133,543	12,748	
22.04.2014	23:20:00	0,010	0,000	0,000	9,2		133,304	12,748	
22.04.2014	23:22:00	0,010	0,000	0,000	9,2		128,683	12,748	
22.04.2014	23:24:00	0,010	0,000	0,000	9,2		128,374	12,748	
22.04.2014	23:26:00	0,010	0,000	0,000	9,2		131,288	12,747	
22.04.2014	23:28:00	0,010	0,000	0,000	9,2		130,526	12,748	
22.04.2014	23:30:00	0,010	0,000	0,000	9,2		132,656	12,748	
22.04.2014	23:32:00	0,010	0,000	0,000	9,2		131,280	12,747	
22.04.2014	23:34:00	0,010	0,000	0,000	9,2		131,329	12,747	
22.04.2014	23:36:00	0,010	0,000	0,000	9,2		130,287	12,748	
22.04.2014	23:38:00	0,010	0,000	0,000	9,2		122,288	12,747	
22.04.2014	23:40:00	0,010	0,000	0,000	9,2		133,020	12,748	
22.04.2014	23:42:00	0,010	0,000	0,000	9,2		128,564	12,748	
22.04.2014	23:44:00	0,010	0,000	0,000	9,2		130,908	12,747	
22.04.2014	23:46:00	0,010	0,000	0,000	9,2		133,245	12,747	
22.04.2014	23:48:00	0,010	0,000	0,000	9,2		133,581	12,747	
22.04.2014	23:50:00	0,010	0,000	0,000	9,2		134,268	12,747	
22.04.2014	23:52:00	0,010	0,000	0,000	9,2		131,128	12,747	
22.04.2014	23:54:00	0,010	0,000	0,000	9,2		131,020	12,747	
22.04.2014	23:56:00	0,010	0,000	0,000	9,2		130,727	12,747	
